DATAFLOW,LAST UPDATE,freq,unit,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Estonia,2019,309,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Estonia,2020,293,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Estonia,2021,278,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Estonia,2022,271,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Greece,1991,756,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Greece,1992,804,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Greece,1993,849,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Greece,1994,944,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Greece,1995,964,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Greece,1996,1007,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Greece,1999,969,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Greece,2000,1540,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Greece,2001,1954,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Greece,2002,1338,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Greece,2003,1345,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,1990,2293,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,1991,2470,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,1992,2562,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,1993,2498,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,1994,2627,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,1995,2627,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,1996,2727,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,1997,2676,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,1998,2847,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,1999,2930,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2000,3035,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2001,3339,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2002,3756,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2003,3789,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2004,4072,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2005,4418,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2006,4831,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2007,5301,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2008,5519,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2009,5624,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2010,6060,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2011,6523,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2012,6600,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2013,6794,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2015,6745,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2017,7145,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2018,7201,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2019,7566,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2020,7057,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2021,7309,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2022,7689,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Spain,2023,7678,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,1982,1032,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,1983,913,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,1984,959,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,1985,1025,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,1986,994,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,1987,1089,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,1988,665,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,1989,1106,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,1990,1084,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,1991,994,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,1993,746,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,1995,676,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,1996,670,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,1997,651,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,1998,650,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,1999,558,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2000,574,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2001,608,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2002,611,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2003,539,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2004,587,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2005,624,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2006,610,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2007,545,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2008,581,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2009,535,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2010,527,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2011,506,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2012,495,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2013,481,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2014,493,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2015,503,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2016,472,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2017,516,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2018,468,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2019,459,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2020,549,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2021,475,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2022,520,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Finland,2023,540,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,1990,11946,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,1991,12019,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,1992,11786,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,1993,11753,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,1994,11496,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,1995,11170,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,1996,11394,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,1997,11663,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,1998,13279,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,1999,13058,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,2001,12493,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,2002,13009,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,2003,12949,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,2004,13340,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,2005,13080,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,2007,13811,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,2014,14306,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,2015,13921,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,2016,13337,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,2017,13035,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,2018,13829,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,2019,15084,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,2020,14749,b,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,2021,15428,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,France,2022,16413,p,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Metropolitan France,1990,11612,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Metropolitan France,1991,11651,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Metropolitan France,1992,11421,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Metropolitan France,1993,11321,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Metropolitan France,1994,11051,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Metropolitan France,1995,10683,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Metropolitan France,1996,10844,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Metropolitan France,1997,11085,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Metropolitan France,1998,12687,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Metropolitan France,1999,12337,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Metropolitan France,2001,11739,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Metropolitan France,2002,12166,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Metropolitan France,2003,12076,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Metropolitan France,2004,12521,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Metropolitan France,2005,12234,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Metropolitan France,2007,12940,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Georgia,2006,671,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Georgia,2007,834,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Georgia,2008,1565,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Georgia,2009,1538,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Georgia,2010,1636,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Georgia,2011,1220,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Georgia,2013,1966,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Georgia,2015,1734,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Georgia,2016,1568,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Georgia,2017,1826,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Georgia,2018,1889,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Georgia,2020,1718,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Georgia,2021,1469,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Georgia,2022,1453,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Georgia,2023,1388,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,1997,1122,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,1998,1010,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,1999,955,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2000,916,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2001,617,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2002,634,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2003,569,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2004,498,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2005,475,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2006,440,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2007,449,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2008,437,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2009,394,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2010,368,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2011,408,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2012,307,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2013,309,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2014,252,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2015,282,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2016,258,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2017,219,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2018,249,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2019,298,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2020,257,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2021,274,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2022,331,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Croatia,2023,293,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,1995,5206,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,1996,5242,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,1997,4935,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,1998,4400,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,1999,3876,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2000,3340,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2001,3209,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2002,2989,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2003,2876,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2004,2835,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2005,2679,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2006,2532,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2007,2430,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2008,2633,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2009,2643,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2010,2648,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2011,2563,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2012,2500,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2013,2406,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2014,2325,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2015,2354,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2016,2331,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2017,2243,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2018,2121,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2019,1928,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2020,1705,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2021,1443,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2022,1305,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Hungary,2023,1127,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,1980,19,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,1987,33,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,1988,27,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,1989,32,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,1990,36,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,1991,42,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,1992,43,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,1995,34,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,1996,29,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,1998,39,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,1999,36,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,2000,46,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,2003,49,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,2004,54,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,2006,45,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,2008,59,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,2009,56,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,2011,35,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,2017,65,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Iceland,2018,50,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Italy,1980,16614,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Italy,1981,17438,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Italy,1982,18076,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Italy,1983,17745,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Italy,1984,17507,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Italy,1985,16117,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Italy,1986,15323,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Italy,1987,15869,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 40 to 44 years,Italy,1988,15775,,
