,country,iso,yearstart,yearend,region,subregion,numberofabortions,abortionrate,perc_p_ending_in_a,spontaneous,datatype,datasource,complete,classification,modelused,marriedonly,notes
2704,Viet Nam,704.0,1995,1995,East and Southeastern Asia,South-Eastern Asia,1400000.0,,,No,Official Statistics,Henshaw 2001,Complete,,Yes,,
2705,Viet Nam,704.0,1996,1996,East and Southeastern Asia,South-Eastern Asia,,18.0,,No,Survey,Viet Nam PCFPS 2007,,,Yes,Married only,
2706,Viet Nam,704.0,1997,1997,East and Southeastern Asia,South-Eastern Asia,,15.0,,No,Survey,Viet Nam PCFPS 2007,,,Yes,Married only,
2707,Viet Nam,704.0,1998,1998,East and Southeastern Asia,South-Eastern Asia,,15.0,,No,Survey,Viet Nam PCFPS 2007,,,Yes,Married only,
2708,Viet Nam,704.0,2001,2001,East and Southeastern Asia,South-Eastern Asia,,13.0,,No,Survey,Viet Nam PCFPS 2016,,,Yes,Married only,
2709,Viet Nam,704.0,2002,2002,East and Southeastern Asia,South-Eastern Asia,,11.0,,No,Survey,Viet Nam PCFPS 2016,,,Yes,Married only,
2710,Viet Nam,704.0,2002,2002,East and Southeastern Asia,South-Eastern Asia,,28.7,,No,Survey,Chae et al 2017a,,,Yes,Ever married,
2711,Viet Nam,704.0,2003,2003,East and Southeastern Asia,South-Eastern Asia,,17.0,,No,Survey,Viet Nam PCFPS 2016,,,Yes,Married only,
2712,Viet Nam,704.0,2004,2004,East and Southeastern Asia,South-Eastern Asia,,12.0,,No,Survey,Viet Nam PCFPS 2016,,,Yes,Married only,
2713,Viet Nam,704.0,2005,2005,East and Southeastern Asia,South-Eastern Asia,,10.0,,No,Survey,Viet Nam PCFPS 2016,,,Yes,Married only,
2714,Viet Nam,704.0,2006,2006,East and Southeastern Asia,South-Eastern Asia,,11.0,,No,Survey,Viet Nam PCFPS 2016,,,Yes,Married only,
2715,Viet Nam,704.0,2007,2007,East and Southeastern Asia,South-Eastern Asia,,7.0,,No,Survey,Viet Nam PCFPS 2016,,,Yes,Married only,
2716,Viet Nam,704.0,2008,2008,East and Southeastern Asia,South-Eastern Asia,,10.0,,No,Survey,Viet Nam PCFPS 2016,,,Yes,Married only,
2717,Viet Nam,704.0,2010,2010,East and Southeastern Asia,South-Eastern Asia,,8.0,,No,Survey,Viet Nam PCFPS 2016,,,Yes,Married only,
2718,Viet Nam,704.0,2010,2010,East and Southeastern Asia,South-Eastern Asia,407898.0,,,No,Official Statistics,Viet Nam Ministry of Health,Incomplete,Outside health sector,Yes,,
2719,Viet Nam,704.0,2011,2011,East and Southeastern Asia,South-Eastern Asia,400723.0,,,No,Official Statistics,Viet Nam Ministry of Health,Incomplete,Outside health sector,Yes,,
2720,Viet Nam,704.0,2011,2011,East and Southeastern Asia,South-Eastern Asia,,6.0,,No,Survey,Viet Nam PCFPS 2016,,,Yes,Married only,
2721,Viet Nam,704.0,2012,2012,East and Southeastern Asia,South-Eastern Asia,,5.0,,No,Survey,Viet Nam PCFPS 2016,,,Yes,Married only,
2722,Viet Nam,704.0,2012,2012,East and Southeastern Asia,South-Eastern Asia,341495.0,,,No,Official Statistics,Viet Nam Ministry of Health,Incomplete,Outside health sector,Yes,,
2723,Viet Nam,704.0,2013,2013,East and Southeastern Asia,South-Eastern Asia,,3.0,,No,Survey,Viet Nam PCFPS 2016,,,Yes,Married only,
2724,Viet Nam,704.0,2013,2013,East and Southeastern Asia,South-Eastern Asia,332212.0,,,No,Official Statistics,Viet Nam Ministry of Health,Incomplete,Outside health sector,Yes,,
2725,Viet Nam,704.0,2014,2014,East and Southeastern Asia,South-Eastern Asia,302848.0,,,No,Official Statistics,Viet Nam Ministry of Health,Incomplete,Outside health sector,Yes,,
2726,Viet Nam,704.0,2015,2015,East and Southeastern Asia,South-Eastern Asia,,4.0,,No,Survey,Viet Nam PCFPS 2016,,,Yes,Married only,
2727,Viet Nam,704.0,2015,2015,East and Southeastern Asia,South-Eastern Asia,277834.0,,,No,Official Statistics,Viet Nam Ministry of Health,Incomplete,Outside health sector,Yes,,
2728,Viet Nam,704.0,2016,2016,East and Southeastern Asia,South-Eastern Asia,,3.0,,No,Survey,Viet Nam PCFPS 2016,,,Yes,Married only,
2729,Slovenia,705.0,1990,1990,Europe and Northern America,Southern Europe,14731.0,,,No,Official Statistics,Henshaw 2001,Complete,,Yes,,
2730,Slovenia,705.0,1991,1991,Europe and Northern America,Southern Europe,14029.0,,,No,Official Statistics,Henshaw 2001,Complete,,Yes,,
2731,Slovenia,705.0,1992,1992,Europe and Northern America,Southern Europe,13260.0,,,No,Official Statistics,Henshaw 2001,Complete,,Yes,,
2732,Slovenia,705.0,1993,1993,Europe and Northern America,Southern Europe,12154.0,,,No,Official Statistics,Henshaw 2001,Complete,,Yes,,
2733,Slovenia,705.0,1994,1994,Europe and Northern America,Southern Europe,11324.0,,,No,Official Statistics,Henshaw 2001,Complete,,Yes,,
2734,Slovenia,705.0,1995,1995,Europe and Northern America,Southern Europe,10400.0,,,No,Official Statistics,Henshaw 2001,Complete,,Yes,,
2735,Slovenia,705.0,1996,1996,Europe and Northern America,Southern Europe,10218.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,Yes,,
2736,Slovenia,705.0,1997,1997,Europe and Northern America,Southern Europe,9712.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,Yes,,
2737,Slovenia,705.0,1998,1998,Europe and Northern America,Southern Europe,9116.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2738,Slovenia,705.0,1998,1998,Europe and Northern America,Southern Europe,9116.0,,,No,Official Statistics,UNSD,Complete,,,,
2739,Slovenia,705.0,1999,1999,Europe and Northern America,Southern Europe,8707.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2740,Slovenia,705.0,1999,1999,Europe and Northern America,Southern Europe,8707.0,,,No,Official Statistics,UNSD,Complete,,,,
2741,Slovenia,705.0,2000,2000,Europe and Northern America,Southern Europe,8429.0,,,No,Official Statistics,UNSD,Complete,,,,
2742,Slovenia,705.0,2000,2000,Europe and Northern America,Southern Europe,8429.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2743,Slovenia,705.0,2001,2001,Europe and Northern America,Southern Europe,7799.0,,,No,Official Statistics,UNSD,Complete,,,,
2744,Slovenia,705.0,2001,2001,Europe and Northern America,Southern Europe,7799.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2745,Slovenia,705.0,2002,2002,Europe and Northern America,Southern Europe,7326.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,Yes,,
2746,Slovenia,705.0,2002,2002,Europe and Northern America,Southern Europe,7327.0,,,No,Official Statistics,UNSD,Complete,,,,
2747,Slovenia,705.0,2003,2003,Europe and Northern America,Southern Europe,6873.0,,,No,Official Statistics,UNSD,Complete,,,,
2748,Slovenia,705.0,2003,2003,Europe and Northern America,Southern Europe,6873.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2749,Slovenia,705.0,2004,2004,Europe and Northern America,Southern Europe,6403.0,,,No,Official Statistics,UNSD,Complete,,,,
2750,Slovenia,705.0,2004,2004,Europe and Northern America,Southern Europe,6403.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2751,Slovenia,705.0,2005,2005,Europe and Northern America,Southern Europe,5851.0,,,No,Official Statistics,UNSD,Complete,,,,
2752,Slovenia,705.0,2005,2005,Europe and Northern America,Southern Europe,5851.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2753,Slovenia,705.0,2006,2006,Europe and Northern America,Southern Europe,5632.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2754,Slovenia,705.0,2006,2006,Europe and Northern America,Southern Europe,5632.0,,,No,Official Statistics,UNSD,Complete,,,,
2755,Slovenia,705.0,2007,2007,Europe and Northern America,Southern Europe,5176.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2756,Slovenia,705.0,2007,2007,Europe and Northern America,Southern Europe,5176.0,,,No,Official Statistics,UNSD,Complete,,,,
2757,Slovenia,705.0,2008,2008,Europe and Northern America,Southern Europe,4946.0,,,No,Official Statistics,UNSD,Complete,,,,
2758,Slovenia,705.0,2008,2008,Europe and Northern America,Southern Europe,4986.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,Yes,,
2759,Slovenia,705.0,2009,2009,Europe and Northern America,Southern Europe,4718.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,Yes,,
2760,Slovenia,705.0,2009,2009,Europe and Northern America,Southern Europe,4653.0,,,No,Official Statistics,UNSD,Complete,,,,
2761,Slovenia,705.0,2010,2010,Europe and Northern America,Southern Europe,4328.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2762,Slovenia,705.0,2010,2010,Europe and Northern America,Southern Europe,4328.0,,,No,Official Statistics,UNSD,Complete,,,,
2763,Slovenia,705.0,2011,2011,Europe and Northern America,Southern Europe,4263.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2764,Slovenia,705.0,2011,2011,Europe and Northern America,Southern Europe,4263.0,,,No,Official Statistics,UNSD,Complete,,,,
2765,Slovenia,705.0,2012,2012,Europe and Northern America,Southern Europe,4106.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
2766,Slovenia,705.0,2012,2012,Europe and Northern America,Southern Europe,4106.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2767,Slovenia,705.0,2012,2012,Europe and Northern America,Southern Europe,4106.0,,,No,Official Statistics,UNSD,Complete,,,,
2768,Slovenia,705.0,2013,2013,Europe and Northern America,Southern Europe,4011.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2769,Slovenia,705.0,2013,2013,Europe and Northern America,Southern Europe,4011.0,,,No,Official Statistics,UNSD,Complete,,,,
2770,Slovenia,705.0,2014,2014,Europe and Northern America,Southern Europe,4060.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2771,Slovenia,705.0,2014,2014,Europe and Northern America,Southern Europe,4060.0,,,No,Official Statistics,UNSD,Complete,,,,
2772,Slovenia,705.0,2015,2015,Europe and Northern America,Southern Europe,3682.0,,,No,Official Statistics,UNSD,Complete,,,,
2773,Slovenia,705.0,2015,2015,Europe and Northern America,Southern Europe,3682.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2774,Slovenia,705.0,2016,2016,Europe and Northern America,Southern Europe,3736.0,,,No,Official Statistics,UNSD,Complete,,,,
2775,Slovenia,705.0,2016,2016,Europe and Northern America,Southern Europe,3736.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2776,Slovenia,705.0,2017,2017,Europe and Northern America,Southern Europe,3529.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
2777,South Africa,710.0,1997,1997,Sub-Saharan Africa,Southern Africa,26455.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2778,South Africa,710.0,1997,1998,Sub-Saharan Africa,Southern Africa,28978.0,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
2779,South Africa,710.0,1998,1998,Sub-Saharan Africa,Southern Africa,39912.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2780,South Africa,710.0,1999,1999,Sub-Saharan Africa,Southern Africa,44238.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2781,South Africa,710.0,2000,2000,Sub-Saharan Africa,Southern Africa,52172.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2782,South Africa,710.0,2001,2001,Sub-Saharan Africa,Southern Africa,53967.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2783,South Africa,710.0,2002,2002,Sub-Saharan Africa,Southern Africa,59551.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2784,South Africa,710.0,2003,2003,Sub-Saharan Africa,Southern Africa,71552.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2785,South Africa,710.0,2004,2004,Sub-Saharan Africa,Southern Africa,87035.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2786,South Africa,710.0,2005,2005,Sub-Saharan Africa,Southern Africa,45409.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2787,South Africa,710.0,2005,2005,Sub-Saharan Africa,Southern Africa,89850.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2788,South Africa,710.0,2006,2006,Sub-Saharan Africa,Southern Africa,69095.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2789,South Africa,710.0,2006,2006,Sub-Saharan Africa,Southern Africa,83913.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2790,South Africa,710.0,2007,2007,Sub-Saharan Africa,Southern Africa,68495.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2791,South Africa,710.0,2007,2007,Sub-Saharan Africa,Southern Africa,58041.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2792,South Africa,710.0,2008,2008,Sub-Saharan Africa,Southern Africa,63660.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2793,South Africa,710.0,2008,2008,Sub-Saharan Africa,Southern Africa,75292.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2794,South Africa,710.0,2009,2009,Sub-Saharan Africa,Southern Africa,45745.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2795,South Africa,710.0,2009,2009,Sub-Saharan Africa,Southern Africa,77147.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2796,South Africa,710.0,2010,2010,Sub-Saharan Africa,Southern Africa,71548.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2797,South Africa,710.0,2011,2011,Sub-Saharan Africa,Southern Africa,77780.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2798,South Africa,710.0,2012,2012,Sub-Saharan Africa,Southern Africa,82910.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2799,South Africa,710.0,2013,2013,Sub-Saharan Africa,Southern Africa,90160.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2800,South Africa,710.0,2014,2014,Sub-Saharan Africa,Southern Africa,89126.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2801,South Africa,710.0,2015,2015,Sub-Saharan Africa,Southern Africa,84220.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2802,South Africa,710.0,2016,2016,Sub-Saharan Africa,Southern Africa,105358.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2803,South Africa,710.0,2017,2017,Sub-Saharan Africa,Southern Africa,104660.0,,,No,Official Statistics,Health Systems Trust,Incomplete,Acknowledged incomplete,Yes,,
2804,Zimbabwe,716.0,2009,2009,Sub-Saharan Africa,Eastern Africa,2630.0,,,Yes,Official Statistics,Zimbabwe Ministry of Health and Child care,Incomplete,Abortion restricted,Yes,,
2805,Zimbabwe,716.0,2010,2010,Sub-Saharan Africa,Eastern Africa,7215.0,,,Yes,Official Statistics,Zimbabwe Ministry of Health and Child care,Incomplete,Abortion restricted,Yes,,
2806,Zimbabwe,716.0,2011,2011,Sub-Saharan Africa,Eastern Africa,6367.0,,,Yes,Official Statistics,Zimbabwe Ministry of Health and Child care,Incomplete,Abortion restricted,Yes,,
2807,Zimbabwe,716.0,2012,2012,Sub-Saharan Africa,Eastern Africa,6501.0,,,Yes,Official Statistics,Zimbabwe Ministry of Health and Child care,Incomplete,Abortion restricted,Yes,,
2808,Zimbabwe,716.0,2013,2013,Sub-Saharan Africa,Eastern Africa,12181.0,,,Yes,Official Statistics,Zimbabwe Ministry of Health and Child care,Incomplete,Abortion restricted,Yes,,
2809,Zimbabwe,716.0,2014,2014,Sub-Saharan Africa,Eastern Africa,9324.0,,,Yes,Official Statistics,Zimbabwe Ministry of Health and Child care,Incomplete,Abortion restricted,Yes,,
2810,Zimbabwe,716.0,2016,2016,Sub-Saharan Africa,Eastern Africa,65259.0,17.3,,No,Study,Sully et al 2019,,,Yes,All women,
2811,Spain,724.0,1990,1990,Europe and Northern America,Southern Europe,37231.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2812,Spain,724.0,1991,1991,Europe and Northern America,Southern Europe,41910.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2813,Spain,724.0,1992,1992,Europe and Northern America,Southern Europe,44962.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2814,Spain,724.0,1993,1993,Europe and Northern America,Southern Europe,45503.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2815,Spain,724.0,1994,1994,Europe and Northern America,Southern Europe,47832.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2816,Spain,724.0,1995,1995,Europe and Northern America,Southern Europe,49400.0,,,No,Official Statistics,Henshaw 2001,Incomplete,Abortion restricted,,,
2817,Spain,724.0,1995,1995,Europe and Northern America,Southern Europe,49367.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2818,Spain,724.0,1996,1996,Europe and Northern America,Southern Europe,51002.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2819,Spain,724.0,1997,1997,Europe and Northern America,Southern Europe,49578.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2820,Spain,724.0,1998,1998,Europe and Northern America,Southern Europe,53847.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2821,Spain,724.0,1998,1998,Europe and Northern America,Southern Europe,53847.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,,,
2822,Spain,724.0,1999,1999,Europe and Northern America,Southern Europe,58399.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2823,Spain,724.0,1999,1999,Europe and Northern America,Southern Europe,58399.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,,,
2824,Spain,724.0,2000,2000,Europe and Northern America,Southern Europe,63756.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,,,
2825,Spain,724.0,2000,2000,Europe and Northern America,Southern Europe,63756.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2826,Spain,724.0,2001,2001,Europe and Northern America,Southern Europe,69857.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2827,Spain,724.0,2001,2001,Europe and Northern America,Southern Europe,69857.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,,,
2828,Spain,724.0,2002,2002,Europe and Northern America,Southern Europe,77125.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,,,
2829,Spain,724.0,2002,2002,Europe and Northern America,Southern Europe,77125.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2830,Spain,724.0,2003,2003,Europe and Northern America,Southern Europe,79788.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,,,
2831,Spain,724.0,2003,2003,Europe and Northern America,Southern Europe,79788.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Abortion restricted,,,
2832,Spain,724.0,2003,2003,Europe and Northern America,Southern Europe,79788.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2833,Spain,724.0,2004,2004,Europe and Northern America,Southern Europe,84985.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2834,Spain,724.0,2004,2004,Europe and Northern America,Southern Europe,84985.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,,,
2835,Spain,724.0,2005,2005,Europe and Northern America,Southern Europe,91664.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,,,
2836,Spain,724.0,2005,2005,Europe and Northern America,Southern Europe,91664.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2837,Spain,724.0,2006,2006,Europe and Northern America,Southern Europe,101592.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2838,Spain,724.0,2006,2006,Europe and Northern America,Southern Europe,101592.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,,,
2839,Spain,724.0,2007,2007,Europe and Northern America,Southern Europe,112138.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,,,
2840,Spain,724.0,2007,2007,Europe and Northern America,Southern Europe,112138.0,,,No,Official Statistics,Spain Ministry of Health,Incomplete,Abortion restricted,Yes,,
2841,Spain,724.0,2008,2008,Europe and Northern America,Southern Europe,115812.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,,,
2842,Spain,724.0,2008,2008,Europe and Northern America,Southern Europe,115812.0,,,No,Official Statistics,"Spain Ministry of Health, Consumption and Social Welfare",Incomplete,Abortion restricted,Yes,,
2843,Spain,724.0,2009,2009,Europe and Northern America,Southern Europe,111482.0,,,No,Official Statistics,"Spain Ministry of Health, Consumption and Social Welfare",Incomplete,Abortion restricted,Yes,,
2844,Spain,724.0,2009,2009,Europe and Northern America,Southern Europe,111482.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,,,
2845,Spain,724.0,2010,2010,Europe and Northern America,Southern Europe,113031.0,,,No,Official Statistics,UNSD,Complete,,,,
2846,Spain,724.0,2010,2010,Europe and Northern America,Southern Europe,113031.0,,,No,Official Statistics,"Spain Ministry of Health, Consumption and Social Welfare",Complete,,Yes,,
2847,Spain,724.0,2011,2011,Europe and Northern America,Southern Europe,118359.0,,,No,Official Statistics,UNSD,Complete,,,,
2848,Spain,724.0,2011,2011,Europe and Northern America,Southern Europe,118611.0,,,No,Official Statistics,"Spain Ministry of Health, Consumption and Social Welfare",Complete,,Yes,,
2849,Spain,724.0,2012,2012,Europe and Northern America,Southern Europe,112390.0,,,No,Official Statistics,UNSD,Complete,,,,
2850,Spain,724.0,2012,2012,Europe and Northern America,Southern Europe,113419.0,,,No,Official Statistics,"Spain Ministry of Health, Consumption and Social Welfare",Complete,,Yes,,
2851,Spain,724.0,2013,2013,Europe and Northern America,Southern Europe,108690.0,,,No,Official Statistics,"Spain Ministry of Health, Consumption and Social Welfare",Complete,,Yes,,
2852,Spain,724.0,2014,2014,Europe and Northern America,Southern Europe,94796.0,,,No,Official Statistics,UNSD,Complete,,,,
2853,Spain,724.0,2014,2014,Europe and Northern America,Southern Europe,94796.0,,,No,Official Statistics,"Spain Ministry of Health, Consumption and Social Welfare",Complete,,Yes,,
2854,Spain,724.0,2015,2015,Europe and Northern America,Southern Europe,94188.0,,,No,Official Statistics,"Spain Ministry of Health, Consumption and Social Welfare",Complete,,Yes,,
2855,Spain,724.0,2015,2015,Europe and Northern America,Southern Europe,94188.0,,,No,Official Statistics,UNSD,Complete,,,,
2856,Spain,724.0,2016,2016,Europe and Northern America,Southern Europe,93131.0,,,No,Official Statistics,"Spain Ministry of Health, Consumption and Social Welfare",Complete,,Yes,,
2857,Spain,724.0,2017,2017,Europe and Northern America,Southern Europe,94123.0,,,No,Official Statistics,"Spain Ministry of Health, Consumption and Social Welfare",Complete,,Yes,,
2858,Sweden,752.0,1990,1990,Europe and Northern America,Northern Europe,37489.0,,,No,Official Statistics,Sweden National Board of Health and Welfare,Complete,,Yes,,
2859,Sweden,752.0,1990,1990,Europe and Northern America,Northern Europe,37489.0,,,No,Official Statistics,UNSD,Complete,,,,
2860,Sweden,752.0,1991,1991,Europe and Northern America,Northern Europe,35788.0,,,No,Official Statistics,Sweden National Board of Health and Welfare,Complete,,Yes,,
2861,Sweden,752.0,1991,1991,Europe and Northern America,Northern Europe,35788.0,,,No,Official Statistics,UNSD,Complete,,,,
2862,Sweden,752.0,1992,1992,Europe and Northern America,Northern Europe,34849.0,,,No,Official Statistics,Sweden National Board of Health and Welfare,Complete,,Yes,,
2863,Sweden,752.0,1992,1992,Europe and Northern America,Northern Europe,34849.0,,,No,Official Statistics,UNSD,Complete,,,,
2864,Sweden,752.0,1993,1993,Europe and Northern America,Northern Europe,34169.0,,,No,Official Statistics,UNSD,Complete,,,,
2865,Sweden,752.0,1993,1993,Europe and Northern America,Northern Europe,34169.0,,,No,Official Statistics,Sweden National Board of Health and Welfare,Complete,,Yes,,
2866,Sweden,752.0,1994,1994,Europe and Northern America,Northern Europe,32293.0,,,No,Official Statistics,UNSD,Complete,,,,
2867,Sweden,752.0,1994,1994,Europe and Northern America,Northern Europe,32293.0,,,No,Official Statistics,Sweden National Board of Health and Welfare,Complete,,Yes,,
2868,Sweden,752.0,1995,1995,Europe and Northern America,Northern Europe,31441.0,,,No,Official Statistics,UNSD,Complete,,,,
2869,Sweden,752.0,1995,1995,Europe and Northern America,Northern Europe,31441.0,,,No,Official Statistics,Sweden National Board of Health and Welfare,Complete,,Yes,,
2870,Sweden,752.0,1996,1996,Europe and Northern America,Northern Europe,32117.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
2871,Sweden,752.0,1996,1996,Europe and Northern America,Northern Europe,32117.0,,,No,Official Statistics,UNSD,Complete,,,,
2872,Sweden,752.0,1996,1996,Europe and Northern America,Northern Europe,32117.0,,,No,Official Statistics,Sweden National Board of Health and Welfare,Complete,,Yes,,
2873,Sweden,752.0,1997,1997,Europe and Northern America,Northern Europe,31433.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
2874,Sweden,752.0,1997,1997,Europe and Northern America,Northern Europe,31443.0,,,No,Official Statistics,UNSD,Complete,,,,
2875,Sweden,752.0,1997,1997,Europe and Northern America,Northern Europe,31433.0,,,No,Official Statistics,Sweden National Board of Health and Welfare,Complete,,Yes,,
2876,Sweden,752.0,1998,1998,Europe and Northern America,Northern Europe,31008.0,,,No,Official Statistics,Sweden National Board of Health and Welfare,Complete,,Yes,,
2877,Sweden,752.0,1998,1998,Europe and Northern America,Northern Europe,31008.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
2878,Sweden,752.0,1998,1998,Europe and Northern America,Northern Europe,31008.0,,,No,Official Statistics,UNSD,Complete,,,,
2879,Sweden,752.0,1999,1999,Europe and Northern America,Northern Europe,30712.0,,,No,Official Statistics,UNSD,Complete,,,,
2880,Sweden,752.0,1999,1999,Europe and Northern America,Northern Europe,30712.0,,,No,Official Statistics,Sweden National Board of Health and Welfare,Complete,,Yes,,
2881,Sweden,752.0,1999,1999,Europe and Northern America,Northern Europe,30712.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
2882,Sweden,752.0,2000,2000,Europe and Northern America,Northern Europe,30980.0,,,No,Official Statistics,Sweden National Board of Health and Welfare,Complete,,Yes,,
